event_id,category,tags_count,posted_days_before_event,promotion_spend,max_participants,ticket_price,organizer_reputation,avg_past_attendance_rate,ctr,social_mentions,weekday,city,checked_in_count,revenue,attendance_rate,success
5228,ART,9,14,289,50,53.74,0.752,0.312,0.3563,13,1,medium,48,2579.52,0.95,1
5229,HEALTH,5,1,649,100,0.0,0.38,0.754,0.5781,6,4,small,95,0.0,0.95,1
5230,OTHER,4,7,444,500,257.59,0.391,0.429,0.3156,8,6,large,475,122355.25,0.95,1
5231,EDUCATION,1,25,0,100,546.03,0.546,0.447,0.0742,9,6,small,77,42044.31,0.7746548450166064,1
5232,HEALTH,4,1,81,100,244.37,0.515,0.933,0.238,7,1,small,88,21504.56,0.87792808090991,1
5233,EDUCATION,2,9,274,100,607.98,0.71,0.77,0.1804,10,6,small,95,57758.1,0.95,1
5234,SPORTS,6,38,215,500,634.18,0.453,0.387,0.1104,15,0,medium,288,182643.84,0.5762176447130819,1
5235,HEALTH,5,4,0,100,108.92,0.211,0.16,0.3029,3,3,large,65,7079.8,0.6466622069965134,1
5236,ART,4,1,289,100,517.21,0.378,0.666,0.0856,11,1,small,50,25860.5,0.5028674399004058,1
5237,ART,3,7,122,1000,116.35,0.657,0.625,0.1156,9,2,small,828,96337.8,0.8281243553668508,1
5238,TECH,4,1,647,200,0.0,0.718,0.158,0.3671,14,4,large,190,0.0,0.95,1
5239,HEALTH,2,8,0,50,536.19,0.641,0.791,0.3026,2,1,small,47,25200.93,0.9450323785636415,1
5240,EDUCATION,1,14,626,200,117.25,0.227,0.82,0.352,4,3,large,190,22277.5,0.95,1
5241,ART,5,32,79,100,508.54,0.423,0.638,0.4585,7,0,small,71,36106.34,0.7058452277559083,1
5242,HEALTH,5,14,667,50,127.79,0.644,0.611,0.319,3,5,medium,48,6133.92,0.95,1
5243,SPORTS,1,4,0,50,515.66,0.43,0.606,0.6051,3,2,small,44,22689.04,0.8842073468253695,1
5244,EDUCATION,5,8,210,100,0.0,0.624,0.68,0.4799,4,0,small,95,0.0,0.95,1
5245,HEALTH,6,14,0,100,230.47,0.537,0.588,0.0524,9,6,small,93,21433.71,0.9347068531433709,1
5246,HEALTH,1,21,0,50,0.0,0.76,0.69,0.0759,6,2,large,48,0.0,0.95,1
5247,OTHER,3,3,446,50,583.08,0.524,0.515,0.103,6,5,small,39,22740.12,0.7846098080870727,1
5248,ART,3,2,67,100,106.79,0.479,0.626,0.1607,5,4,medium,95,10145.05,0.95,1
5249,EDUCATION,1,25,753,200,60.12,0.672,0.344,0.1375,10,5,large,190,11422.8,0.95,1
5250,EDUCATION,3,27,0,50,548.52,0.231,0.545,0.133,8,3,medium,34,18649.68,0.6801039150310155,1
5251,ART,6,11,129,100,515.94,0.509,0.389,0.4001,10,2,small,69,35599.86,0.6875957915897231,1
5252,HEALTH,2,13,438,50,119.84,0.66,0.778,0.4288,9,4,medium,48,5752.32,0.95,1
5253,HEALTH,3,41,0,500,234.35,0.835,0.619,0.0861,12,5,large,475,111316.25,0.95,1
5254,HEALTH,1,44,505,50,570.72,0.507,0.829,0.1836,11,0,small,39,22258.08,0.776848830257597,1
5255,SPORTS,1,21,505,50,56.25,0.592,0.232,0.0788,6,3,small,40,2250.0,0.8018348952193021,1
5256,ART,4,11,0,200,62.61,0.835,0.463,0.5792,9,3,small,190,11895.9,0.95,1
5257,EDUCATION,1,2,431,1000,524.79,0.126,0.319,0.1856,9,3,small,470,246651.3,0.4699155010691963,0
5258,ART,3,21,0,100,534.13,0.184,0.125,0.3387,5,4,medium,64,34184.32,0.6398150969327023,1
5259,TECH,2,21,963,500,0.0,0.328,0.678,0.4106,6,2,small,475,0.0,0.95,1
5260,OTHER,4,10,606,50,0.0,0.68,0.401,0.253,8,4,medium,48,0.0,0.95,1
5261,SPORTS,3,16,970,200,0.0,0.47,0.461,0.208,5,2,medium,190,0.0,0.95,1
5262,ART,1,1,147,50,226.13,0.502,0.31,0.0967,9,5,small,29,6557.77,0.5870506950650192,1
5263,TECH,3,11,126,100,726.37,0.767,0.637,0.0597,6,6,large,95,69005.15,0.95,1
5264,EDUCATION,4,60,0,100,56.42,0.477,0.295,0.1767,8,0,large,95,5359.9,0.95,1
5265,SPORTS,0,7,314,50,236.9,0.872,0.763,0.5523,11,0,medium,48,11371.2,0.95,1
5266,ART,4,33,0,500,58.72,0.23,0.163,0.0624,6,4,medium,289,16970.08,0.5775652663310704,1
5267,SPORTS,3,12,0,500,634.59,0.216,0.85,0.1596,1,3,medium,435,276046.65,0.8692448466202347,1
5268,OTHER,3,23,325,50,54.62,0.687,0.265,0.1079,7,6,small,48,2621.76,0.95,1
5269,EDUCATION,4,1,677,100,212.21,0.429,0.315,0.4193,7,0,small,95,20159.95,0.95,1
5270,OTHER,0,1,150,200,603.57,0.731,0.871,0.1315,7,3,small,143,86310.51,0.7160834415260833,1
5271,SPORTS,2,57,47,100,58.62,0.685,0.452,0.3521,9,1,medium,95,5568.9,0.95,1
5272,ART,3,12,496,50,51.44,0.661,0.295,0.3171,10,6,medium,48,2469.12,0.95,1
5273,SPORTS,2,7,844,50,559.27,0.103,0.715,0.0625,4,2,small,29,16218.83,0.571199647013117,1
5274,OTHER,6,26,621,100,647.91,0.577,0.605,0.2156,3,4,small,82,53128.62,0.8247317689153861,1
5275,ART,5,1,446,50,0.0,0.192,0.419,0.3179,3,0,small,35,0.0,0.7017611613253367,1
5276,OTHER,3,6,0,100,111.35,0.308,0.697,0.2657,8,4,small,78,8685.3,0.7839532031639077,1
5277,SPORTS,3,11,0,200,236.13,0.696,0.223,0.468,3,3,small,190,44864.7,0.95,1
5278,OTHER,7,6,126,500,248.34,0.701,0.628,0.2262,13,4,large,475,117961.5,0.95,1
5279,HEALTH,5,45,920,100,257.55,0.512,0.684,0.1311,6,5,small,91,23437.05,0.913157497325769,1
5280,TECH,2,1,0,100,0.0,0.715,0.319,0.3231,3,6,large,95,0.0,0.95,1
5281,ART,2,4,0,500,121.98,0.496,0.16,0.1468,4,3,small,252,30738.96,0.5036825229385674,1
5282,ART,1,5,689,100,587.71,0.136,0.927,0.1822,7,0,medium,62,36438.02,0.6151143653720326,1
5283,EDUCATION,3,20,441,200,619.99,0.731,0.35,0.0695,11,2,large,153,94858.47,0.7665217223519045,1
5284,ART,4,16,135,200,201.2,0.331,0.799,0.2596,4,5,small,190,38228.0,0.95,1
5285,ART,3,37,0,200,0.0,0.121,0.75,0.7819,5,2,small,190,0.0,0.95,1
5286,HEALTH,5,14,0,100,0.0,0.055,0.348,0.366,2,2,small,95,0.0,0.95,1
5287,HEALTH,6,25,733,200,59.06,0.315,0.508,0.1086,10,2,large,190,11221.4,0.95,1
5288,HEALTH,5,4,198,50,530.72,0.614,0.176,0.1717,7,6,medium,38,20167.36,0.7639344154663802,1
5289,TECH,2,10,381,50,0.0,0.738,0.697,0.1696,11,4,small,48,0.0,0.95,1
5290,ART,4,13,105,50,55.44,0.637,0.575,0.6873,10,4,large,48,2661.12,0.95,1
5291,SPORTS,2,23,213,100,63.93,0.395,0.497,0.3102,9,2,large,95,6073.35,0.95,1
5292,TECH,3,2,0,200,727.96,0.725,0.761,0.2913,7,0,small,149,108466.04,0.7455425883172605,1
5293,HEALTH,1,4,374,100,0.0,0.53,0.881,0.2279,8,3,medium,95,0.0,0.95,1
5294,OTHER,6,4,1065,100,210.76,0.415,0.212,0.0897,6,5,medium,76,16017.76,0.7608469111188717,1
5295,TECH,4,21,202,100,151.61,0.427,0.585,0.0192,8,5,large,95,14402.95,0.95,1
5296,SPORTS,2,23,294,100,529.51,0.515,0.402,0.2002,8,3,large,95,50303.45,0.95,1
5297,SPORTS,3,1,456,100,251.2,0.665,0.427,0.0123,8,5,medium,93,23361.6,0.9264667522770714,1
5298,OTHER,6,9,686,50,210.58,0.662,0.46,0.1156,13,0,small,43,9054.94,0.8507752135045242,1
5299,SPORTS,7,8,668,1000,243.09,0.132,0.551,0.423,7,4,large,950,230935.5,0.95,1
5300,EDUCATION,1,18,478,200,62.67,0.507,0.613,0.4449,4,6,medium,190,11907.3,0.95,1
5301,OTHER,2,7,651,500,564.51,0.494,0.116,0.2122,3,5,small,324,182901.24,0.647321096362356,1
5302,ART,6,2,717,50,205.91,0.169,0.724,0.1795,3,6,medium,39,8030.49,0.7715471976604801,1
5303,SPORTS,3,15,0,100,51.22,0.701,0.452,0.0861,10,5,large,95,4865.9,0.95,1
5304,SPORTS,6,24,360,100,216.23,0.145,0.666,0.2757,5,2,small,75,16217.25,0.7483357110725135,1
5305,EDUCATION,4,38,0,100,59.1,0.186,0.663,0.1872,5,3,small,76,4491.6,0.7613720023569642,1
5306,TECH,2,13,3,100,65.76,0.056,0.631,0.121,1,0,large,94,6181.44,0.9426123843049704,1
5307,OTHER,2,18,0,200,217.37,0.185,0.346,0.2762,9,5,large,182,39561.34,0.9093488133210211,1
5308,EDUCATION,3,3,0,50,120.43,0.423,0.561,0.5989,12,5,large,48,5780.64,0.95,1
5309,HEALTH,6,2,510,500,619.27,0.688,0.648,0.596,7,0,large,475,294153.25,0.95,1
5310,TECH,2,1,0,500,0.0,0.548,0.725,0.5149,6,6,medium,475,0.0,0.95,1
5311,HEALTH,4,10,1146,50,645.64,0.376,0.374,0.2643,8,1,small,31,20014.84,0.622368516697315,1
5312,ART,6,20,334,1000,0.0,0.89,0.381,0.2857,20,5,small,950,0.0,0.95,1
5313,HEALTH,1,19,457,100,548.15,0.215,0.641,0.4637,5,6,small,78,42755.7,0.7817070149063208,1
5314,HEALTH,3,24,596,200,56.98,0.907,0.379,0.2412,6,3,medium,190,10826.2,0.95,1
5315,ART,4,37,1,100,50.69,0.497,0.66,0.6237,7,0,medium,95,4815.55,0.95,1
5316,SPORTS,6,17,0,100,248.84,0.807,0.691,0.348,15,0,small,95,23639.8,0.95,1
5317,SPORTS,3,11,397,200,116.75,0.163,0.062,0.3152,4,6,medium,190,22182.5,0.95,1
5318,TECH,0,11,11,100,60.58,0.401,0.271,0.0579,4,1,large,85,5149.3,0.8475302169511034,1
5319,TECH,3,10,0,50,714.97,0.713,0.607,0.3753,5,6,small,48,34318.56,0.95,1
5320,ART,3,3,0,100,121.21,0.264,0.366,0.2514,3,6,small,72,8727.12,0.721440925995249,1
5321,ART,4,4,148,1000,0.0,0.895,0.749,0.0417,10,1,large,950,0.0,0.95,1
5322,OTHER,2,4,310,100,589.45,0.722,0.25,0.3782,9,6,large,95,55997.75,0.95,1
5323,OTHER,1,33,194,50,111.32,0.612,0.714,0.0572,2,6,small,46,5120.72,0.9247501540414969,1
5324,TECH,4,4,165,100,140.76,0.909,0.843,0.3833,9,4,medium,95,13372.2,0.95,1
5325,EDUCATION,3,7,107,100,0.0,0.73,0.612,0.1248,10,3,small,95,0.0,0.95,1
5326,EDUCATION,3,49,0,50,534.79,0.253,0.275,0.3026,6,0,small,26,13904.54,0.5120077574558577,1
5327,OTHER,4,9,0,500,0.0,0.401,0.574,0.1435,7,5,large,475,0.0,0.95,1
5328,TECH,2,1,256,100,696.09,0.12,0.828,0.3524,6,4,medium,71,49422.39,0.7145980006444925,1
5329,SPORTS,5,17,525,100,58.87,0.657,0.598,0.6278,8,5,small,95,5592.65,0.95,1
5330,HEALTH,1,4,0,200,0.0,0.189,0.412,0.1089,4,3,large,168,0.0,0.8420046137460735,1
5331,TECH,4,5,0,100,142.71,0.631,0.66,0.1387,8,1,small,95,13557.45,0.95,1
5332,OTHER,1,19,354,100,60.94,0.483,0.828,0.3298,6,3,medium,95,5789.3,0.95,1
5333,TECH,1,30,80,50,154.9,0.402,0.671,0.3206,6,3,medium,48,7435.2,0.95,1
5334,EDUCATION,4,69,749,1000,225.72,0.818,0.466,0.3081,8,1,small,904,204050.88,0.9039212998449101,1
5335,SPORTS,6,22,501,100,232.79,0.659,0.584,0.0512,12,3,large,95,22115.05,0.95,1
5336,TECH,0,5,291,200,284.98,0.603,0.55,0.4367,4,0,small,185,52721.3,0.9262897418376366,1
5337,HEALTH,4,8,302,200,0.0,0.171,0.589,0.2335,9,0,small,160,0.0,0.797981328398923,1
5338,HEALTH,3,7,659,50,620.79,0.227,0.465,0.1564,1,4,small,40,24831.6,0.8002065313423032,1
5339,TECH,5,4,0,100,707.57,0.273,0.702,0.4512,8,5,large,95,67219.15,0.95,1
5340,SPORTS,4,32,432,100,0.0,0.3,0.641,0.5841,8,3,small,95,0.0,0.95,1
5341,OTHER,4,2,23,100,0.0,0.802,0.815,0.5626,12,1,small,95,0.0,0.95,1
5342,TECH,2,14,0,100,702.24,0.334,0.474,0.2148,5,2,small,78,54774.72,0.7840261576244381,1
5343,TECH,5,26,0,100,641.77,0.282,0.616,0.5021,5,4,medium,95,60968.15,0.95,1
5344,HEALTH,3,7,352,500,221.11,0.053,0.889,0.4126,5,2,large,475,105027.25,0.95,1
5345,EDUCATION,1,2,0,50,0.0,0.399,0.638,0.5368,6,6,medium,48,0.0,0.95,1
5346,SPORTS,7,66,0,500,603.98,0.292,0.741,0.0992,8,5,small,437,263939.26,0.873448361819284,1
5347,EDUCATION,4,1,367,200,501.91,0.536,0.591,0.0795,4,1,small,150,75286.5,0.7481475241495561,1
5348,SPORTS,3,8,0,200,617.3,0.658,0.685,0.4549,5,3,small,190,117287.0,0.95,1
5349,OTHER,6,10,546,500,0.0,0.092,0.885,0.0348,2,3,small,390,0.0,0.7809176329634646,1
5350,OTHER,1,6,331,500,55.91,0.357,0.67,0.2695,6,0,medium,380,21245.8,0.7604476451061357,1
5351,HEALTH,1,19,729,200,59.49,0.233,0.629,0.2507,2,2,large,190,11303.1,0.95,1
5352,TECH,4,33,1099,200,71.79,0.303,0.258,0.0409,6,1,small,112,8040.48,0.5624974157882833,1
5353,SPORTS,2,17,44,100,100.02,0.766,0.603,0.147,9,0,small,95,9501.9,0.95,1
5354,OTHER,2,19,605,50,209.37,0.881,0.155,0.2494,17,0,small,39,8165.43,0.7857146607046217,1
5355,SPORTS,1,32,358,500,114.45,0.285,0.509,0.0586,2,4,small,367,42003.15,0.7338581051273493,1
5356,ART,2,2,0,50,123.36,0.299,0.703,0.4554,2,3,large,48,5921.28,0.95,1
5357,EDUCATION,1,1,0,50,60.19,0.655,0.576,0.2978,3,6,large,48,2889.12,0.95,1
5358,EDUCATION,4,18,0,500,103.96,0.546,0.301,0.1207,7,6,large,475,49381.0,0.95,1
5359,OTHER,3,6,0,200,598.88,0.454,0.599,0.2902,6,6,medium,154,92227.52,0.7705407051196859,1
5360,ART,3,6,533,200,107.15,0.524,0.471,0.7928,10,5,small,190,20358.5,0.95,1
5361,HEALTH,3,13,63,100,0.0,0.568,0.344,0.2205,9,6,medium,95,0.0,0.95,1
5362,HEALTH,5,24,143,50,121.2,0.576,0.728,0.1655,7,5,large,48,5817.6,0.95,1
5363,OTHER,4,5,391,50,245.1,0.09,0.763,0.3641,8,2,small,35,8578.5,0.7082124724754296,1
5364,ART,4,1,423,100,0.0,0.107,0.47,0.2503,4,2,medium,81,0.0,0.8062527252114078,1
5365,TECH,5,1,406,500,153.18,0.399,0.195,0.5948,6,0,small,440,67399.2,0.8790323871788339,1
5366,ART,0,40,0,1000,62.38,0.317,0.927,0.3098,5,3,medium,709,44227.42,0.7094795528183835,1
5367,HEALTH,4,5,743,50,222.95,0.72,0.74,0.3204,8,0,large,48,10701.6,0.95,1
5368,EDUCATION,3,1,0,100,54.47,0.425,0.479,0.1273,4,1,small,63,3431.61,0.6269393763507233,1
5369,EDUCATION,1,1,102,200,581.07,0.067,0.566,0.3613,2,2,large,146,84836.22,0.7284553071714388,1
5370,SPORTS,2,7,0,1000,203.47,0.138,0.675,0.1151,6,3,small,663,134900.61,0.6631477944281744,1
5371,HEALTH,4,3,395,200,248.54,0.626,0.708,0.1606,11,4,large,190,47222.6,0.95,1
5372,EDUCATION,2,1,0,100,239.79,0.246,0.678,0.1461,4,5,small,82,19662.78,0.8242291447583008,1
5373,EDUCATION,4,48,792,100,573.87,0.405,0.595,0.2342,9,6,small,82,47057.34,0.8228744063139941,1
5374,EDUCATION,0,1,0,500,206.44,0.528,0.786,0.4333,8,4,medium,475,98059.0,0.95,1
5375,TECH,6,1,0,100,64.66,0.181,0.705,0.1434,6,1,large,82,5302.12,0.8157380115709771,1
5376,HEALTH,2,63,48,500,0.0,0.237,0.638,0.2531,1,6,medium,475,0.0,0.95,1
5377,ART,1,20,0,100,0.0,0.602,0.64,0.2944,7,6,small,95,0.0,0.95,1
5378,ART,3,20,413,200,55.37,0.523,0.253,0.14,6,5,large,190,10520.3,0.95,1
5379,ART,3,12,0,100,0.0,0.604,0.644,0.068,8,4,medium,95,0.0,0.95,1
5380,OTHER,3,1,0,500,127.25,0.102,0.066,0.4282,5,6,large,341,43392.25,0.6824874576846541,1
5381,SPORTS,3,4,0,500,123.92,0.634,0.553,0.3257,11,5,medium,475,58862.0,0.95,1
5382,SPORTS,5,12,427,200,562.61,0.327,0.379,0.3303,4,5,large,190,106895.9,0.95,1
5383,TECH,2,34,0,100,0.0,0.212,0.401,0.1425,1,2,small,84,0.0,0.8407223565233567,1
5384,EDUCATION,3,13,636,100,0.0,0.657,0.636,0.4831,9,6,large,95,0.0,0.95,1
5385,HEALTH,0,10,0,100,542.73,0.422,0.22,0.1409,3,2,medium,69,37448.37,0.686952317383384,1
5386,SPORTS,6,17,0,100,224.37,0.703,0.568,0.5055,8,5,large,95,21315.15,0.95,1
5387,HEALTH,3,42,0,100,62.59,0.39,0.557,0.3929,3,1,large,85,5320.15,0.8483041347392655,1
5388,OTHER,3,4,458,50,116.75,0.75,0.53,0.1041,8,1,large,37,4319.75,0.7426321954096746,1
5389,HEALTH,4,21,127,500,0.0,0.762,0.871,0.4562,9,4,large,475,0.0,0.95,1
5390,ART,3,19,63,100,57.89,0.654,0.403,0.6537,14,4,small,95,5499.55,0.95,1
5391,ART,1,22,388,200,227.79,0.681,0.621,0.2624,10,1,large,190,43280.1,0.95,1
5392,EDUCATION,1,14,678,100,104.92,0.947,0.615,0.0964,10,0,small,95,9967.4,0.95,1
5393,OTHER,1,32,568,1000,102.11,0.148,0.366,0.7053,3,6,small,901,92001.11,0.901443530619424,1
5394,ART,2,5,761,500,564.93,0.224,0.863,0.0639,3,2,medium,359,202809.87,0.7180800344549557,1
5395,ART,2,23,105,50,213.51,0.705,0.575,0.424,8,0,medium,48,10248.48,0.95,1
5396,SPORTS,5,25,489,200,0.0,0.474,0.592,0.2162,6,1,small,190,0.0,0.95,1
5397,ART,4,7,131,200,61.5,0.499,0.439,0.4985,9,0,small,190,11685.0,0.95,1
5398,EDUCATION,3,12,152,100,0.0,0.354,0.705,0.0943,6,0,medium,95,0.0,0.95,1
5399,HEALTH,2,5,0,200,622.25,0.703,0.531,0.1942,8,3,large,173,107649.25,0.8635165269533137,1
5400,TECH,2,1,274,100,74.7,0.635,0.455,0.0981,12,4,large,95,7096.5,0.95,1
5401,HEALTH,2,3,473,500,55.54,0.774,0.211,0.2913,9,1,medium,407,22604.78,0.8136411157318368,1
5402,OTHER,1,33,0,500,128.05,0.74,0.592,0.2805,8,4,medium,455,58262.75,0.9104828650058109,1
5403,EDUCATION,3,7,817,500,56.28,0.535,0.342,0.3899,6,3,small,460,25888.8,0.9192345863251163,1
5404,EDUCATION,2,6,345,100,60.74,0.6,0.356,0.2284,9,5,medium,95,5770.3,0.95,1
5405,OTHER,1,15,378,100,56.69,0.217,0.564,0.2002,2,0,large,84,4761.96,0.8409805383375354,1
5406,ART,3,2,0,100,611.39,0.209,0.819,0.2933,4,1,medium,63,38517.57,0.6298154020571014,1
5407,TECH,1,3,585,200,154.33,0.551,0.227,0.1292,7,2,large,147,22686.51,0.7356443442267052,1
5408,SPORTS,0,11,229,50,209.77,0.32,0.73,0.2458,8,4,small,44,9229.88,0.8713254215923055,1
5409,ART,3,87,770,50,0.0,0.745,0.937,0.3245,6,0,medium,48,0.0,0.95,1
5410,EDUCATION,1,21,424,200,127.98,0.559,0.43,0.3808,9,0,small,190,24316.2,0.95,1
5411,EDUCATION,4,6,130,500,600.18,0.418,0.712,0.336,10,3,large,475,285085.5,0.95,1
5412,HEALTH,0,1,177,50,60.29,0.189,0.538,0.118,2,0,small,32,1929.28,0.6499234403988008,1
5413,ART,5,1,635,100,56.96,0.539,0.737,0.0816,7,3,medium,94,5354.24,0.9378892582152373,1
5414,HEALTH,2,39,0,500,544.09,0.556,0.847,0.2369,6,3,large,427,232326.43,0.853474490448242,1
5415,EDUCATION,6,8,528,500,553.22,0.557,0.352,0.2717,8,5,large,475,262779.5,0.95,1
5416,EDUCATION,3,35,241,100,206.83,0.346,0.431,0.4165,7,3,small,78,16132.74,0.7826830545125869,1
5417,OTHER,1,9,0,50,127.99,0.509,0.744,0.3156,10,2,small,44,5631.56,0.8732786990959414,1
5418,HEALTH,3,13,191,50,610.82,0.182,0.374,0.0952,1,6,medium,43,26265.26,0.8558727888212585,1
5419,OTHER,0,16,369,100,0.0,0.747,0.649,0.5019,10,6,small,95,0.0,0.95,1
5420,HEALTH,1,12,0,500,0.0,0.381,0.696,0.2609,6,5,large,475,0.0,0.95,1
5421,ART,7,1,1011,100,604.64,0.164,0.711,0.1831,3,1,medium,65,39301.6,0.6525296898000392,1
5422,OTHER,3,3,0,200,0.0,0.592,0.739,0.474,12,4,medium,190,0.0,0.95,1
5423,OTHER,3,32,452,50,214.43,0.829,0.544,0.217,10,6,medium,48,10292.64,0.95,1
5424,ART,0,4,0,200,115.66,0.136,0.791,0.0473,6,6,small,149,17233.34,0.7466948717246088,1
5425,OTHER,4,9,649,200,0.0,0.724,0.402,0.4085,3,0,large,190,0.0,0.95,1
5426,SPORTS,3,1,800,100,506.87,0.714,0.509,0.0108,12,6,medium,82,41563.34,0.8246482253144486,1
5427,EDUCATION,3,3,496,1000,64.14,0.213,0.184,0.2752,9,1,large,652,41819.28,0.651767887271906,1
5428,HEALTH,5,20,248,500,0.0,0.652,0.86,0.3575,7,6,medium,475,0.0,0.95,1
5429,OTHER,2,7,0,100,0.0,0.682,0.249,0.3263,5,6,small,95,0.0,0.95,1
5430,SPORTS,0,31,384,50,525.65,0.385,0.317,0.6536,8,6,medium,48,25231.2,0.95,1
5431,ART,3,55,93,1000,124.22,0.628,0.586,0.7327,7,2,medium,950,118009.0,0.95,1
5432,OTHER,3,18,511,200,251.84,0.419,0.475,0.2575,6,4,medium,184,46338.56,0.92096230918954,1
5433,HEALTH,1,2,514,50,0.0,0.67,0.403,0.5591,7,0,medium,48,0.0,0.95,1
5434,OTHER,5,3,0,200,129.01,0.687,0.608,0.2556,8,0,medium,157,20254.57,0.7865163393959709,1
5435,EDUCATION,4,36,630,500,640.72,0.052,0.812,0.6092,2,2,small,412,263976.64,0.8247387446818369,1
5436,HEALTH,2,27,70,500,230.58,0.806,0.701,0.3084,13,1,medium,475,109525.5,0.95,1
5437,ART,4,1,511,50,50.41,0.74,0.804,0.3554,11,6,small,48,2419.68,0.95,1
5438,ART,3,11,189,100,0.0,0.446,0.432,0.5633,1,5,medium,95,0.0,0.95,1
5439,TECH,2,14,461,100,133.65,0.209,0.368,0.119,4,3,large,91,12162.15,0.9142171320572763,1
5440,TECH,3,45,136,100,278.48,0.852,0.767,0.1508,9,3,medium,95,26455.6,0.95,1
5441,HEALTH,3,14,516,100,568.74,0.79,0.487,0.3696,11,4,large,95,54030.3,0.95,1
5442,SPORTS,1,8,0,1000,623.99,0.317,0.663,0.2772,5,4,small,950,592790.5,0.95,1
5443,HEALTH,3,4,393,500,540.41,0.5,0.73,0.4374,8,5,medium,475,256694.75,0.95,1
5444,ART,3,13,0,200,117.51,0.721,0.436,0.1058,9,5,large,190,22326.9,0.95,1
5445,TECH,2,36,0,50,124.43,0.183,0.732,0.2152,6,2,small,40,4977.2,0.7970643369497417,1
5446,SPORTS,4,8,564,100,54.75,0.107,0.769,0.2997,4,0,large,95,5201.25,0.95,1
5447,HEALTH,4,11,184,50,548.53,0.432,0.203,0.447,4,0,medium,41,22489.73,0.8249951362203849,1
5448,ART,0,26,143,100,0.0,0.226,0.379,0.153,3,5,medium,95,0.0,0.95,1
5449,SPORTS,3,33,415,50,210.93,0.685,0.882,0.3284,13,2,small,48,10124.64,0.95,1
5450,HEALTH,4,18,0,1000,0.0,0.684,0.821,0.2595,8,5,medium,950,0.0,0.95,1
5451,OTHER,4,2,168,200,55.06,0.685,0.398,0.3786,9,2,medium,190,10461.4,0.95,1
5452,ART,2,23,134,200,565.86,0.858,0.402,0.6043,5,3,small,190,107513.4,0.95,1
5453,SPORTS,2,16,0,500,229.17,0.435,0.467,0.2171,2,6,medium,475,108855.75,0.95,1
5454,SPORTS,7,24,477,500,54.49,0.639,0.183,0.1251,15,0,small,442,24084.58,0.8840718758930488,1
5455,SPORTS,1,3,28,100,255.64,0.919,0.366,0.1267,8,4,medium,82,20962.48,0.8186563665104841,1
5456,EDUCATION,2,1,962,100,239.02,0.405,0.87,0.3594,5,4,small,95,22706.9,0.95,1
5457,TECH,5,35,1278,100,280.02,0.74,0.501,0.5971,6,1,small,95,26601.9,0.95,1
5458,SPORTS,1,24,0,200,109.45,0.396,0.724,0.4522,10,6,medium,190,20795.5,0.95,1
5459,ART,3,38,205,50,0.0,0.789,0.975,0.1667,6,5,medium,48,0.0,0.95,1
5460,EDUCATION,3,4,89,1000,243.84,0.605,0.36,0.2527,6,1,large,898,218968.32,0.8979405302466941,1
5461,EDUCATION,5,1,600,200,54.75,0.57,0.878,0.2854,6,5,large,190,10402.5,0.95,1
5462,SPORTS,5,32,502,50,604.46,0.709,0.411,0.4948,9,2,small,45,27200.7,0.8946976056030409,1
5463,ART,4,1,383,200,113.62,0.372,0.705,0.0979,9,5,medium,190,21587.8,0.95,1
5464,OTHER,1,2,0,50,622.58,0.589,0.757,0.3021,3,1,small,32,19922.56,0.6493310864387096,1
5465,ART,3,18,51,1000,122.49,0.391,0.834,0.4074,4,6,small,950,116365.5,0.95,1
5466,HEALTH,3,4,137,1000,117.54,0.196,0.714,0.1218,6,5,small,950,111663.0,0.95,1
5467,SPORTS,2,10,94,50,120.9,0.193,0.738,0.28,1,4,large,48,5803.2,0.95,1
5468,SPORTS,2,17,0,100,0.0,0.149,0.931,0.4562,5,6,large,95,0.0,0.95,1
5469,TECH,4,4,266,500,626.83,0.287,0.493,0.1978,8,5,large,475,297744.25,0.95,1
5470,OTHER,2,29,662,100,0.0,0.61,0.771,0.2662,15,4,small,95,0.0,0.95,1
5471,HEALTH,2,6,289,100,638.02,0.556,0.693,0.1671,6,2,medium,88,56145.76,0.8830353165278012,1
5472,HEALTH,6,12,0,50,200.39,0.763,0.283,0.3877,14,6,large,48,9618.72,0.95,1
5473,EDUCATION,3,1,609,100,127.89,0.326,0.771,0.0265,9,5,medium,90,11510.1,0.9006373862006268,1
5474,HEALTH,2,2,157,200,525.78,0.549,0.497,0.4445,4,4,small,190,99898.2,0.95,1
5475,EDUCATION,6,9,321,100,533.83,0.787,0.658,0.2751,8,4,small,95,50713.85,0.95,1
5476,EDUCATION,1,14,644,50,201.54,0.289,0.498,0.3712,4,4,medium,41,8263.14,0.8265394002600648,1
5477,TECH,1,5,717,50,69.16,0.485,0.374,0.1421,8,6,medium,42,2904.72,0.8428357347792491,1
5478,SPORTS,1,2,89,50,602.72,0.582,0.44,0.4546,5,2,small,45,27122.4,0.9051894814220547,1
5479,EDUCATION,1,6,269,100,602.75,0.729,0.433,0.263,8,3,small,76,45809.0,0.7575376988242317,1
5480,EDUCATION,6,49,234,100,121.74,0.919,0.351,0.1442,9,1,large,95,11565.3,0.95,1
5481,HEALTH,5,14,0,100,114.81,0.224,0.286,0.2968,4,0,large,91,10447.71,0.9140310157615136,1
5482,OTHER,1,11,745,200,505.33,0.309,0.633,0.5428,2,3,medium,170,85906.1,0.8475835265177091,1
